customer_id,income_tier,car_model,battery_capacity_kwh
C6733,Low-Mid,Dacia Spring,26.8
C6734,Low-Mid,Dacia Spring,26.8
C6735,Mid-Range,Kia EV6,77.4
C6736,High,Audi e-tron,95.0
C6737,Low-Mid,Renault Zoe,52.0
C6738,Mid-Range,MG ZS EV,69.9
C6739,Low-Mid,Fiat 500e,42.0
C6740,Mid-Range,Nissan Leaf,62.0
C6741,Mid-Range,Skoda Enyaq iV,77.0
C6742,High,Porsche Taycan,93.4
C6743,Mid-Range,MG ZS EV,69.9
C6744,Mid-Range,MG ZS EV,69.9
C6745,High,BMW i4,83.9
C6746,Mid-Range,Hyundai Kona Electric,64.0
C6747,Low-Mid,Opel Corsa-e,50.0
C6748,Low-Mid,Opel Corsa-e,50.0
C6749,High,Tesla Model 3,75.0
C6750,Mid-Range,Kia EV6,77.4
C6751,Mid-Range,Hyundai Kona Electric,64.0
C6752,Low-Mid,Dacia Spring,26.8
C6753,Low-Mid,Dacia Spring,26.8
C6754,Mid-Range,Volkswagen ID.4,77.0
C6755,Mid-Range,Hyundai Ioniq 5,77.4
C6756,Mid-Range,Volkswagen ID.4,77.0
C6757,Low-Mid,Fiat 500e,42.0
C6758,Low-Mid,Peugeot e-208,50.0
C6759,High,Tesla Model 3,75.0
C6760,Mid-Range,BYD Atto 3,60.5
C6761,Low-Mid,Opel Corsa-e,50.0
C6762,Mid-Range,Skoda Enyaq iV,77.0
C6763,Low-Mid,Fiat 500e,42.0
C6764,Mid-Range,Hyundai Kona Electric,64.0
C6765,Low-Mid,Dacia Spring,26.8
C6766,Mid-Range,Skoda Enyaq iV,77.0
C6767,Low-Mid,Fiat 500e,42.0
C6768,Mid-Range,Hyundai Ioniq 5,77.4
C6769,Low-Mid,Dacia Spring,26.8
C6770,Mid-Range,Volkswagen ID.4,77.0
C6771,Mid-Range,Kia EV6,77.4
C6772,Mid-Range,Skoda Enyaq iV,77.0
C6773,Low-Mid,Citroën ë-C4,50.0
C6774,Mid-Range,Volkswagen ID.4,77.0
C6775,Mid-Range,MG ZS EV,69.9
C6776,Low-Mid,Renault Zoe,52.0
C6777,Low-Mid,Dacia Spring,26.8
C6778,Mid-Range,Nissan Leaf,62.0
C6779,Mid-Range,BYD Atto 3,60.5
C6780,Mid-Range,BYD Atto 3,60.5
C6781,Low-Mid,Dacia Spring,26.8
C6782,Low-Mid,Dacia Spring,26.8
C6783,Low-Mid,Peugeot e-208,50.0
C6784,Mid-Range,Skoda Enyaq iV,77.0
C6785,Mid-Range,Hyundai Kona Electric,64.0
C6786,Low-Mid,Fiat 500e,42.0
C6787,Mid-Range,Hyundai Kona Electric,64.0
C6788,Mid-Range,Nissan Leaf,62.0
C6789,Low-Mid,Opel Corsa-e,50.0
C6790,Mid-Range,Hyundai Ioniq 5,77.4
C6791,Low-Mid,Opel Corsa-e,50.0
C6792,High,Ford Mustang Mach-E,91.0
C6793,Mid-Range,Nissan Leaf,62.0
C6794,Mid-Range,Volkswagen ID.4,77.0
C6795,Low-Mid,Renault Zoe,52.0
C6796,Low-Mid,Renault Zoe,52.0
C6797,Low-Mid,Citroën ë-C4,50.0
C6798,High,Audi e-tron,95.0
C6799,High,Tesla Model 3,75.0
C6800,Mid-Range,BYD Atto 3,60.5
C6801,Mid-Range,Hyundai Kona Electric,64.0
C6802,Low-Mid,Peugeot e-208,50.0
C6803,Low-Mid,Citroën ë-C4,50.0
C6804,Mid-Range,Nissan Leaf,62.0
C6805,High,Tesla Model 3,75.0
C6806,Low-Mid,Peugeot e-208,50.0
C6807,Low-Mid,Opel Corsa-e,50.0
C6808,Low-Mid,Dacia Spring,26.8
C6809,Low-Mid,Opel Corsa-e,50.0
C6810,Mid-Range,Kia EV6,77.4
C6811,Low-Mid,Renault Zoe,52.0
C6812,Low-Mid,Dacia Spring,26.8
C6813,Low-Mid,Citroën ë-C4,50.0
C6814,Low-Mid,Opel Corsa-e,50.0
C6815,Mid-Range,Hyundai Kona Electric,64.0
C6816,Low-Mid,Fiat 500e,42.0
C6817,Low-Mid,Dacia Spring,26.8
C6818,High,Tesla Model Y,75.0
C6819,Low-Mid,Peugeot e-208,50.0
C6820,Low-Mid,Peugeot e-208,50.0
C6821,Mid-Range,BYD Atto 3,60.5
C6822,Low-Mid,Peugeot e-208,50.0
C6823,Low-Mid,Dacia Spring,26.8
C6824,Low-Mid,Peugeot e-208,50.0
C6825,Mid-Range,MG ZS EV,69.9
C6826,Low-Mid,Citroën ë-C4,50.0
C6827,Low-Mid,Citroën ë-C4,50.0
C6828,Mid-Range,Volkswagen ID.4,77.0
C6829,High,Tesla Model Y,75.0
C6830,High,Tesla Model Y,75.0
C6831,Low-Mid,Opel Corsa-e,50.0
C6832,Low-Mid,Dacia Spring,26.8
C6833,Low-Mid,Opel Corsa-e,50.0
C6834,Mid-Range,Volkswagen ID.4,77.0
C6835,High,Audi e-tron,95.0
C6836,Mid-Range,Nissan Leaf,62.0
C6837,Low-Mid,Fiat 500e,42.0
C6838,Low-Mid,Fiat 500e,42.0
C6839,High,BMW i4,83.9
C6840,Low-Mid,Fiat 500e,42.0
C6841,High,BMW i4,83.9
C6842,Mid-Range,Hyundai Kona Electric,64.0
C6843,Low-Mid,Fiat 500e,42.0
C6844,Low-Mid,Citroën ë-C4,50.0
C6845,Mid-Range,MG ZS EV,69.9
C6846,Mid-Range,Skoda Enyaq iV,77.0
C6847,Mid-Range,Kia EV6,77.4
C6848,Low-Mid,Peugeot e-208,50.0
C6849,Low-Mid,Citroën ë-C4,50.0
C6850,Low-Mid,Opel Corsa-e,50.0
C6851,Low-Mid,Dacia Spring,26.8
C6852,Mid-Range,BYD Atto 3,60.5
C6853,Low-Mid,Peugeot e-208,50.0
C6854,Low-Mid,Dacia Spring,26.8
C6855,Mid-Range,Kia EV6,77.4
C6856,Mid-Range,BYD Atto 3,60.5
C6857,Mid-Range,Nissan Leaf,62.0
C6858,Low-Mid,Peugeot e-208,50.0
C6859,Low-Mid,Citroën ë-C4,50.0
C6860,Low-Mid,Fiat 500e,42.0
C6861,Mid-Range,Hyundai Ioniq 5,77.4
C6862,High,Porsche Taycan,93.4
C6863,Low-Mid,Opel Corsa-e,50.0
C6864,Low-Mid,Opel Corsa-e,50.0
C6865,Mid-Range,Nissan Leaf,62.0
C6866,Mid-Range,BYD Atto 3,60.5
C6867,Low-Mid,Fiat 500e,42.0
C6868,High,Tesla Model 3,75.0
C6869,Mid-Range,Kia EV6,77.4
C6870,Mid-Range,BYD Atto 3,60.5
C6871,Low-Mid,Renault Zoe,52.0
C6872,Low-Mid,Dacia Spring,26.8
C6873,Low-Mid,Peugeot e-208,50.0
C6874,Low-Mid,Citroën ë-C4,50.0
C6875,Mid-Range,Hyundai Ioniq 5,77.4
C6876,High,Tesla Model Y,75.0
C6877,Low-Mid,Citroën ë-C4,50.0
C6878,High,BMW i4,83.9
C6879,Low-Mid,Fiat 500e,42.0
C6880,Low-Mid,Opel Corsa-e,50.0
C6881,Mid-Range,Hyundai Kona Electric,64.0
C6882,Mid-Range,Kia EV6,77.4
C6883,Mid-Range,Kia EV6,77.4
C6884,Low-Mid,Peugeot e-208,50.0
C6885,Mid-Range,Volkswagen ID.4,77.0
C6886,Mid-Range,Hyundai Ioniq 5,77.4
C6887,Mid-Range,Volkswagen ID.4,77.0
C6888,Low-Mid,Citroën ë-C4,50.0
C6889,Low-Mid,Opel Corsa-e,50.0
C6890,Low-Mid,Opel Corsa-e,50.0
C6891,High,Tesla Model 3,75.0
C6892,High,Audi e-tron,95.0
C6893,Low-Mid,Renault Zoe,52.0
C6894,High,Porsche Taycan,93.4
C6895,Mid-Range,Hyundai Kona Electric,64.0
C6896,Mid-Range,BYD Atto 3,60.5
C6897,Mid-Range,BYD Atto 3,60.5
C6898,Low-Mid,Renault Zoe,52.0
C6899,Mid-Range,Hyundai Ioniq 5,77.4
C6900,Mid-Range,Skoda Enyaq iV,77.0
C6901,Low-Mid,Dacia Spring,26.8
C6902,Low-Mid,Renault Zoe,52.0
C6903,Low-Mid,Renault Zoe,52.0
C6904,Mid-Range,MG ZS EV,69.9
C6905,Mid-Range,Nissan Leaf,62.0
C6906,Low-Mid,Fiat 500e,42.0
C6907,Mid-Range,Kia EV6,77.4
C6908,Low-Mid,Opel Corsa-e,50.0
C6909,Low-Mid,Peugeot e-208,50.0
C6910,Mid-Range,Skoda Enyaq iV,77.0
C6911,Low-Mid,Opel Corsa-e,50.0
C6912,Mid-Range,Hyundai Ioniq 5,77.4
C6913,Low-Mid,Opel Corsa-e,50.0
C6914,Low-Mid,Opel Corsa-e,50.0
C6915,High,Porsche Taycan,93.4
C6916,Mid-Range,Volkswagen ID.4,77.0
C6917,Low-Mid,Peugeot e-208,50.0
C6918,High,Audi e-tron,95.0
C6919,High,Tesla Model Y,75.0
C6920,High,Ford Mustang Mach-E,91.0
C6921,High,Audi e-tron,95.0
C6922,Low-Mid,Dacia Spring,26.8
C6923,Low-Mid,Fiat 500e,42.0
C6924,High,Ford Mustang Mach-E,91.0
C6925,Low-Mid,Opel Corsa-e,50.0
C6926,Mid-Range,Hyundai Ioniq 5,77.4
C6927,Low-Mid,Citroën ë-C4,50.0
C6928,Low-Mid,Opel Corsa-e,50.0
C6929,Mid-Range,Hyundai Ioniq 5,77.4
C6930,Low-Mid,Dacia Spring,26.8
C6931,Low-Mid,Fiat 500e,42.0
C6932,Low-Mid,Fiat 500e,42.0
C6933,Low-Mid,Renault Zoe,52.0
C6934,Low-Mid,Citroën ë-C4,50.0
C6935,High,Ford Mustang Mach-E,91.0
C6936,Low-Mid,Dacia Spring,26.8
C6937,Low-Mid,Opel Corsa-e,50.0
C6938,Mid-Range,Hyundai Kona Electric,64.0
C6939,Low-Mid,Renault Zoe,52.0
C6940,Mid-Range,Nissan Leaf,62.0
C6941,Mid-Range,Skoda Enyaq iV,77.0
C6942,Low-Mid,Peugeot e-208,50.0
C6943,Mid-Range,Hyundai Ioniq 5,77.4
C6944,Low-Mid,Opel Corsa-e,50.0
C6945,Low-Mid,Citroën ë-C4,50.0
C6946,Low-Mid,Citroën ë-C4,50.0
C6947,Mid-Range,Nissan Leaf,62.0
C6948,Low-Mid,Renault Zoe,52.0
C6949,Low-Mid,Peugeot e-208,50.0
C6950,Low-Mid,Opel Corsa-e,50.0
C6951,Mid-Range,Kia EV6,77.4
C6952,Mid-Range,BYD Atto 3,60.5
C6953,Low-Mid,Opel Corsa-e,50.0
C6954,Mid-Range,BYD Atto 3,60.5
C6955,Mid-Range,Hyundai Kona Electric,64.0
C6956,Low-Mid,Peugeot e-208,50.0
C6957,Mid-Range,Nissan Leaf,62.0
C6958,Low-Mid,Citroën ë-C4,50.0
C6959,Mid-Range,BYD Atto 3,60.5
C6960,Low-Mid,Citroën ë-C4,50.0
C6961,Low-Mid,Fiat 500e,42.0
C6962,Low-Mid,Opel Corsa-e,50.0
C6963,Mid-Range,Skoda Enyaq iV,77.0
C6964,Low-Mid,Citroën ë-C4,50.0
C6965,Low-Mid,Renault Zoe,52.0
C6966,Mid-Range,Volkswagen ID.4,77.0
C6967,Mid-Range,Volkswagen ID.4,77.0
C6968,Low-Mid,Opel Corsa-e,50.0
C6969,Low-Mid,Dacia Spring,26.8
C6970,Mid-Range,MG ZS EV,69.9
C6971,High,Porsche Taycan,93.4
C6972,Low-Mid,Renault Zoe,52.0
C6973,Low-Mid,Opel Corsa-e,50.0
C6974,Low-Mid,Citroën ë-C4,50.0
C6975,Low-Mid,Fiat 500e,42.0
C6976,High,Audi e-tron,95.0
C6977,Low-Mid,Opel Corsa-e,50.0
C6978,Low-Mid,Opel Corsa-e,50.0
C6979,Mid-Range,Skoda Enyaq iV,77.0
C6980,High,Ford Mustang Mach-E,91.0
C6981,Low-Mid,Dacia Spring,26.8
C6982,Mid-Range,Hyundai Ioniq 5,77.4
C6983,Mid-Range,Hyundai Ioniq 5,77.4
C6984,Low-Mid,Opel Corsa-e,50.0
C6985,High,Ford Mustang Mach-E,91.0
C6986,Mid-Range,Hyundai Kona Electric,64.0
C6987,Mid-Range,Volkswagen ID.4,77.0
C6988,High,BMW i4,83.9
C6989,Mid-Range,Hyundai Kona Electric,64.0
C6990,Low-Mid,Fiat 500e,42.0
C6991,Low-Mid,Dacia Spring,26.8
C6992,Low-Mid,Peugeot e-208,50.0
C6993,Mid-Range,Skoda Enyaq iV,77.0
C6994,Low-Mid,Fiat 500e,42.0
C6995,Mid-Range,MG ZS EV,69.9
C6996,High,Tesla Model 3,75.0
C6997,Low-Mid,Fiat 500e,42.0
C6998,Mid-Range,Nissan Leaf,62.0
C6999,Low-Mid,Renault Zoe,52.0
C7000,High,Audi e-tron,95.0
C7001,Mid-Range,Hyundai Kona Electric,64.0
C7002,Low-Mid,Citroën ë-C4,50.0
C7003,Low-Mid,Citroën ë-C4,50.0
C7004,Low-Mid,Opel Corsa-e,50.0
C7005,Mid-Range,BYD Atto 3,60.5
C7006,High,BMW i4,83.9
C7007,High,Tesla Model 3,75.0
C7008,Mid-Range,MG ZS EV,69.9
C7009,High,Porsche Taycan,93.4
C7010,Low-Mid,Fiat 500e,42.0
C7011,Mid-Range,Hyundai Kona Electric,64.0
C7012,Low-Mid,Renault Zoe,52.0
C7013,Low-Mid,Citroën ë-C4,50.0
C7014,Low-Mid,Citroën ë-C4,50.0
C7015,Low-Mid,Dacia Spring,26.8
C7016,Low-Mid,Citroën ë-C4,50.0
C7017,Low-Mid,Fiat 500e,42.0
C7018,Low-Mid,Fiat 500e,42.0
C7019,Low-Mid,Opel Corsa-e,50.0
C7020,Mid-Range,Nissan Leaf,62.0
C7021,Mid-Range,Volkswagen ID.4,77.0
C7022,Low-Mid,Peugeot e-208,50.0
C7023,Low-Mid,Fiat 500e,42.0
C7024,Mid-Range,Volkswagen ID.4,77.0
C7025,Low-Mid,Renault Zoe,52.0
C7026,Low-Mid,Citroën ë-C4,50.0
C7027,Low-Mid,Opel Corsa-e,50.0
C7028,Mid-Range,Skoda Enyaq iV,77.0
C7029,Mid-Range,BYD Atto 3,60.5
C7030,Mid-Range,Hyundai Kona Electric,64.0
C7031,Mid-Range,Skoda Enyaq iV,77.0
C7032,High,Tesla Model 3,75.0
C7033,Low-Mid,Citroën ë-C4,50.0
C7034,High,Audi e-tron,95.0
C7035,Mid-Range,Skoda Enyaq iV,77.0
C7036,Low-Mid,Citroën ë-C4,50.0
C7037,Low-Mid,Renault Zoe,52.0
C7038,High,BMW i4,83.9
C7039,Low-Mid,Opel Corsa-e,50.0
C7040,Mid-Range,Kia EV6,77.4
C7041,High,Audi e-tron,95.0
C7042,Mid-Range,MG ZS EV,69.9
C7043,Mid-Range,Hyundai Kona Electric,64.0
C7044,Low-Mid,Renault Zoe,52.0
C7045,Mid-Range,Volkswagen ID.4,77.0
C7046,Low-Mid,Citroën ë-C4,50.0
C7047,High,Porsche Taycan,93.4
C7048,High,Tesla Model 3,75.0
C7049,High,Porsche Taycan,93.4
C7050,Low-Mid,Dacia Spring,26.8
C7051,Mid-Range,Hyundai Kona Electric,64.0
C7052,High,Tesla Model 3,75.0
C7053,Mid-Range,Nissan Leaf,62.0
C7054,Low-Mid,Peugeot e-208,50.0
C7055,Mid-Range,BYD Atto 3,60.5
C7056,Low-Mid,Peugeot e-208,50.0
C7057,High,Audi e-tron,95.0
C7058,High,Audi e-tron,95.0
C7059,Mid-Range,BYD Atto 3,60.5
C7060,Low-Mid,Dacia Spring,26.8
C7061,Low-Mid,Peugeot e-208,50.0
C7062,Low-Mid,Dacia Spring,26.8
C7063,Mid-Range,Hyundai Kona Electric,64.0
C7064,Mid-Range,Hyundai Kona Electric,64.0
C7065,Low-Mid,Citroën ë-C4,50.0
C7066,Low-Mid,Renault Zoe,52.0
C7067,Mid-Range,Hyundai Ioniq 5,77.4
C7068,Low-Mid,Citroën ë-C4,50.0
C7069,Low-Mid,Peugeot e-208,50.0
C7070,Mid-Range,BYD Atto 3,60.5
C7071,Low-Mid,Dacia Spring,26.8
C7072,Low-Mid,Citroën ë-C4,50.0
C7073,Low-Mid,Citroën ë-C4,50.0
C7074,Low-Mid,Fiat 500e,42.0
C7075,Low-Mid,Renault Zoe,52.0
C7076,Low-Mid,Citroën ë-C4,50.0
C7077,Low-Mid,Opel Corsa-e,50.0
C7078,High,Ford Mustang Mach-E,91.0
C7079,High,Porsche Taycan,93.4
C7080,Mid-Range,Volkswagen ID.4,77.0
C7081,Low-Mid,Opel Corsa-e,50.0
C7082,Mid-Range,Hyundai Ioniq 5,77.4
C7083,Low-Mid,Citroën ë-C4,50.0
C7084,Mid-Range,Hyundai Kona Electric,64.0
C7085,Mid-Range,Hyundai Ioniq 5,77.4
C7086,Mid-Range,BYD Atto 3,60.5
C7087,Low-Mid,Renault Zoe,52.0
C7088,Low-Mid,Fiat 500e,42.0
C7089,Mid-Range,BYD Atto 3,60.5
C7090,Low-Mid,Opel Corsa-e,50.0
C7091,Low-Mid,Fiat 500e,42.0
C7092,Mid-Range,MG ZS EV,69.9
C7093,Mid-Range,Hyundai Ioniq 5,77.4
C7094,Mid-Range,Hyundai Ioniq 5,77.4
C7095,Mid-Range,Hyundai Kona Electric,64.0
C7096,Low-Mid,Dacia Spring,26.8
C7097,Low-Mid,Fiat 500e,42.0
C7098,Low-Mid,Opel Corsa-e,50.0
C7099,Mid-Range,Nissan Leaf,62.0
C7100,Mid-Range,Kia EV6,77.4
C7101,Low-Mid,Renault Zoe,52.0
C7102,Low-Mid,Citroën ë-C4,50.0
C7103,Low-Mid,Dacia Spring,26.8
C7104,Low-Mid,Peugeot e-208,50.0
C7105,Low-Mid,Peugeot e-208,50.0
C7106,Low-Mid,Renault Zoe,52.0
C7107,High,Ford Mustang Mach-E,91.0
C7108,Low-Mid,Renault Zoe,52.0
C7109,Mid-Range,Kia EV6,77.4
C7110,Mid-Range,Nissan Leaf,62.0
C7111,Low-Mid,Peugeot e-208,50.0
C7112,Mid-Range,Nissan Leaf,62.0
C7113,Low-Mid,Opel Corsa-e,50.0
C7114,Low-Mid,Renault Zoe,52.0
C7115,High,BMW i4,83.9
C7116,Low-Mid,Opel Corsa-e,50.0
C7117,Low-Mid,Citroën ë-C4,50.0
C7118,Low-Mid,Dacia Spring,26.8
C7119,Low-Mid,Fiat 500e,42.0
C7120,Low-Mid,Fiat 500e,42.0
C7121,Low-Mid,Fiat 500e,42.0
C7122,Low-Mid,Fiat 500e,42.0
C7123,Low-Mid,Peugeot e-208,50.0
C7124,Low-Mid,Citroën ë-C4,50.0
C7125,Mid-Range,BYD Atto 3,60.5
C7126,Mid-Range,Volkswagen ID.4,77.0
C7127,Mid-Range,Nissan Leaf,62.0
C7128,Low-Mid,Opel Corsa-e,50.0
C7129,Low-Mid,Fiat 500e,42.0
C7130,Low-Mid,Citroën ë-C4,50.0
C7131,Low-Mid,Dacia Spring,26.8
C7132,Low-Mid,Citroën ë-C4,50.0
C7133,High,Tesla Model Y,75.0
C7134,Mid-Range,Skoda Enyaq iV,77.0
C7135,Mid-Range,BYD Atto 3,60.5
C7136,Mid-Range,BYD Atto 3,60.5
C7137,Mid-Range,Kia EV6,77.4
C7138,Low-Mid,Citroën ë-C4,50.0
C7139,Mid-Range,Volkswagen ID.4,77.0
C7140,Low-Mid,Dacia Spring,26.8
C7141,Low-Mid,Renault Zoe,52.0
C7142,Mid-Range,BYD Atto 3,60.5
C7143,Mid-Range,Hyundai Kona Electric,64.0
C7144,Mid-Range,Hyundai Ioniq 5,77.4
C7145,Low-Mid,Opel Corsa-e,50.0
C7146,Mid-Range,Hyundai Kona Electric,64.0
C7147,Low-Mid,Fiat 500e,42.0
C7148,Mid-Range,BYD Atto 3,60.5
C7149,Low-Mid,Dacia Spring,26.8
C7150,Low-Mid,Dacia Spring,26.8
C7151,Low-Mid,Fiat 500e,42.0
C7152,Mid-Range,Kia EV6,77.4
C7153,High,Porsche Taycan,93.4
C7154,Low-Mid,Fiat 500e,42.0
C7155,Low-Mid,Dacia Spring,26.8
C7156,Mid-Range,Nissan Leaf,62.0
C7157,Mid-Range,Kia EV6,77.4
C7158,Mid-Range,Hyundai Kona Electric,64.0
C7159,High,Ford Mustang Mach-E,91.0
C7160,High,Ford Mustang Mach-E,91.0
C7161,Low-Mid,Citroën ë-C4,50.0
C7162,Low-Mid,Renault Zoe,52.0
C7163,Low-Mid,Dacia Spring,26.8
C7164,High,Tesla Model 3,75.0
C7165,Low-Mid,Opel Corsa-e,50.0
C7166,Low-Mid,Opel Corsa-e,50.0
C7167,Low-Mid,Citroën ë-C4,50.0
C7168,High,Audi e-tron,95.0
C7169,Low-Mid,Peugeot e-208,50.0
C7170,Low-Mid,Opel Corsa-e,50.0
C7171,Low-Mid,Renault Zoe,52.0
C7172,Mid-Range,Hyundai Kona Electric,64.0
C7173,Low-Mid,Fiat 500e,42.0
C7174,Mid-Range,BYD Atto 3,60.5
C7175,High,Ford Mustang Mach-E,91.0
C7176,Low-Mid,Citroën ë-C4,50.0
C7177,High,BMW i4,83.9
C7178,Mid-Range,Skoda Enyaq iV,77.0
C7179,Mid-Range,MG ZS EV,69.9
C7180,Mid-Range,Hyundai Ioniq 5,77.4
C7181,Low-Mid,Dacia Spring,26.8
C7182,Mid-Range,BYD Atto 3,60.5
C7183,Low-Mid,Dacia Spring,26.8
C7184,Mid-Range,Kia EV6,77.4
C7185,Mid-Range,BYD Atto 3,60.5
C7186,High,BMW i4,83.9
C7187,Low-Mid,Citroën ë-C4,50.0
C7188,Low-Mid,Fiat 500e,42.0
C7189,High,Ford Mustang Mach-E,91.0
C7190,Mid-Range,Skoda Enyaq iV,77.0
C7191,Mid-Range,MG ZS EV,69.9
C7192,Low-Mid,Opel Corsa-e,50.0
C7193,High,Porsche Taycan,93.4
C7194,Low-Mid,Fiat 500e,42.0
C7195,Low-Mid,Renault Zoe,52.0
C7196,Low-Mid,Citroën ë-C4,50.0
C7197,Mid-Range,Kia EV6,77.4
C7198,Low-Mid,Fiat 500e,42.0
C7199,Low-Mid,Opel Corsa-e,50.0
C7200,Low-Mid,Dacia Spring,26.8
C7201,High,Ford Mustang Mach-E,91.0
C7202,High,Ford Mustang Mach-E,91.0
C7203,Low-Mid,Renault Zoe,52.0
C7204,Low-Mid,Citroën ë-C4,50.0
C7205,Low-Mid,Opel Corsa-e,50.0
C7206,Mid-Range,BYD Atto 3,60.5
C7207,Low-Mid,Citroën ë-C4,50.0
C7208,Low-Mid,Dacia Spring,26.8
C7209,Low-Mid,Fiat 500e,42.0
C7210,Low-Mid,Opel Corsa-e,50.0
C7211,High,Tesla Model 3,75.0
C7212,Low-Mid,Renault Zoe,52.0
C7213,Mid-Range,Hyundai Kona Electric,64.0
C7214,High,Tesla Model Y,75.0
C7215,Mid-Range,Nissan Leaf,62.0
C7216,Low-Mid,Citroën ë-C4,50.0
C7217,Mid-Range,MG ZS EV,69.9
C7218,Low-Mid,Dacia Spring,26.8
C7219,Mid-Range,Nissan Leaf,62.0
C7220,Mid-Range,Volkswagen ID.4,77.0
C7221,Mid-Range,Kia EV6,77.4
C7222,Low-Mid,Dacia Spring,26.8
C7223,High,Tesla Model 3,75.0
C7224,High,Tesla Model 3,75.0
C7225,Low-Mid,Dacia Spring,26.8
C7226,Low-Mid,Citroën ë-C4,50.0
C7227,Low-Mid,Citroën ë-C4,50.0
C7228,Low-Mid,Fiat 500e,42.0
C7229,Low-Mid,Dacia Spring,26.8
C7230,Low-Mid,Fiat 500e,42.0
C7231,High,Audi e-tron,95.0
C7232,High,BMW i4,83.9
C7233,Mid-Range,Skoda Enyaq iV,77.0
C7234,Low-Mid,Peugeot e-208,50.0
C7235,Low-Mid,Citroën ë-C4,50.0
C7236,Low-Mid,Renault Zoe,52.0
C7237,Low-Mid,Dacia Spring,26.8
C7238,High,Tesla Model Y,75.0
C7239,Mid-Range,Hyundai Ioniq 5,77.4
C7240,Low-Mid,Dacia Spring,26.8
C7241,Low-Mid,Opel Corsa-e,50.0
C7242,Low-Mid,Citroën ë-C4,50.0
C7243,Low-Mid,Fiat 500e,42.0
C7244,Mid-Range,Hyundai Kona Electric,64.0
C7245,Mid-Range,Volkswagen ID.4,77.0
C7246,Low-Mid,Opel Corsa-e,50.0
C7247,Low-Mid,Fiat 500e,42.0
C7248,Low-Mid,Opel Corsa-e,50.0
C7249,Mid-Range,BYD Atto 3,60.5
C7250,Low-Mid,Citroën ë-C4,50.0
C7251,Mid-Range,Nissan Leaf,62.0
C7252,Low-Mid,Opel Corsa-e,50.0
C7253,Low-Mid,Fiat 500e,42.0
C7254,Mid-Range,Hyundai Kona Electric,64.0
C7255,High,Porsche Taycan,93.4
C7256,Low-Mid,Peugeot e-208,50.0
C7257,Mid-Range,Kia EV6,77.4
C7258,Low-Mid,Peugeot e-208,50.0
C7259,High,Tesla Model 3,75.0
C7260,Mid-Range,Hyundai Kona Electric,64.0
C7261,Low-Mid,Renault Zoe,52.0
C7262,High,Audi e-tron,95.0
C7263,Mid-Range,Kia EV6,77.4
C7264,Mid-Range,MG ZS EV,69.9
C7265,Low-Mid,Dacia Spring,26.8
C7266,Low-Mid,Dacia Spring,26.8
C7267,Mid-Range,Skoda Enyaq iV,77.0
C7268,Low-Mid,Fiat 500e,42.0
C7269,Low-Mid,Dacia Spring,26.8
C7270,High,Tesla Model 3,75.0
C7271,Mid-Range,BYD Atto 3,60.5
C7272,Low-Mid,Fiat 500e,42.0
C7273,Low-Mid,Dacia Spring,26.8
C7274,High,Tesla Model Y,75.0
C7275,Low-Mid,Opel Corsa-e,50.0
C7276,Low-Mid,Peugeot e-208,50.0
C7277,Mid-Range,Kia EV6,77.4
C7278,Mid-Range,BYD Atto 3,60.5
C7279,Low-Mid,Fiat 500e,42.0
C7280,Low-Mid,Citroën ë-C4,50.0
C7281,Mid-Range,BYD Atto 3,60.5
C7282,Low-Mid,Dacia Spring,26.8
C7283,Low-Mid,Dacia Spring,26.8
C7284,High,Tesla Model Y,75.0
C7285,Low-Mid,Citroën ë-C4,50.0
C7286,Low-Mid,Citroën ë-C4,50.0
C7287,Mid-Range,Nissan Leaf,62.0
C7288,High,Ford Mustang Mach-E,91.0
C7289,Mid-Range,Nissan Leaf,62.0
C7290,Mid-Range,Nissan Leaf,62.0
C7291,Low-Mid,Peugeot e-208,50.0
C7292,Mid-Range,Kia EV6,77.4
C7293,Mid-Range,Skoda Enyaq iV,77.0
C7294,Low-Mid,Renault Zoe,52.0
C7295,Low-Mid,Fiat 500e,42.0
C7296,Mid-Range,Hyundai Kona Electric,64.0
C7297,Mid-Range,Skoda Enyaq iV,77.0
C7298,Mid-Range,Nissan Leaf,62.0
C7299,Low-Mid,Peugeot e-208,50.0
C7300,Low-Mid,Opel Corsa-e,50.0
C7301,High,Tesla Model Y,75.0
C7302,Low-Mid,Renault Zoe,52.0
C7303,Mid-Range,Kia EV6,77.4
C7304,Low-Mid,Peugeot e-208,50.0
C7305,Low-Mid,Renault Zoe,52.0
C7306,Mid-Range,Skoda Enyaq iV,77.0
C7307,Mid-Range,MG ZS EV,69.9
C7308,Low-Mid,Opel Corsa-e,50.0
C7309,Mid-Range,Volkswagen ID.4,77.0
C7310,Low-Mid,Dacia Spring,26.8
C7311,Mid-Range,Volkswagen ID.4,77.0
C7312,Mid-Range,Kia EV6,77.4
C7313,Mid-Range,BYD Atto 3,60.5
C7314,Low-Mid,Renault Zoe,52.0
C7315,Low-Mid,Dacia Spring,26.8
C7316,Low-Mid,Renault Zoe,52.0
C7317,Mid-Range,Hyundai Ioniq 5,77.4
C7318,Mid-Range,Nissan Leaf,62.0
C7319,Low-Mid,Renault Zoe,52.0
C7320,Mid-Range,Hyundai Kona Electric,64.0
C7321,Low-Mid,Dacia Spring,26.8
C7322,Mid-Range,MG ZS EV,69.9
